source_group,repo_id,private,domain_type,total_size_mb,data_size_mb,video_size_mb,total_episodes,total_frames,total_tasks,total_hours,avg_seconds_per_episode,fps,observation_fps,action_fps,robot_type,embodiment_type,embodiment_confidence,embodiment_reason,action_dim,action_shape,state_dim,state_shape,visual_stream_count,visual_stream_keys,visual_dimensions,visual_dtypes,text_annotation_extent,task_text_present,task_text_count,task_text_examples,temporal_dense_present,temporal_sparse_present,language_feature_keys,readme_url,dataset_url,generation_error
official_lerobot,lerobot/behavior1k-task0001,False,unknown,600.0,100.0,500.0,200,1053550,1,9.755,175.59,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Put the three can of soda from the living room inside the tash can in the kitchen.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0001/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0001,
official_lerobot,lerobot/behavior1k-task0002,False,unknown,600.0,100.0,500.0,200,2766429,1,25.615,461.07,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Place each of the two pumpkins and all three candles from the living room inside a cabinet in the living room (use any cabinet), then make sure every cabinet is closed, and position the cauldron so it is next to a table in the living room.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0002/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0002,
official_lerobot,lerobot/behavior1k-task0003,False,unknown,600.0,100.0,500.0,200,2739238,1,25.363,456.54,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"From the breakfast table in the kitchen, move both pizzas - keeping each on its plate - into the same refrigerator, put both bowls into one sink, and make sure the refrigerator is closed.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0003/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0003,
official_lerobot,lerobot/behavior1k-task0004,False,unknown,600.0,100.0,500.0,200,2369415,1,21.939,394.9,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Open the kitchen cabinet, take out the two hinged jars, open them, place exactly two cooked bratwursts from the chopping board on the countertop into each jar, then close both jars, put them back inside the cabinet, and close the cabinet.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0004/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0004,
official_lerobot,lerobot/behavior1k-task0005,False,unknown,600.0,100.0,500.0,200,2034344,1,18.837,339.06,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Take the four mousetraps from the cabinet in the bathroom and place them on the bathroom floor. Make sure all four end up on the same floor surface, and ensure that at least two of them are either under or directly next to the same bathroom sink.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0005/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0005,
official_lerobot,lerobot/behavior1k-task0006,False,unknown,600.0,100.0,500.0,200,1523945,1,14.111,253.99,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Take the three Easter eggs out of the wicker basket on the lawn in the garden, then place them on the lawn next to a single tree (choose any tree) so that all three eggs are next to the same tree and none are left in the basket.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0006/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0006,
official_lerobot,lerobot/behavior1k-task0007,False,unknown,600.0,100.0,500.0,200,3778110,1,34.983,629.68,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Put all the toys in the child's room - the three board games (two on the bed and one on the table), the two jigsaw puzzles on the table, and the tennis ball on the table - inside the toy box on the table in the child's room.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0007/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0007,
official_lerobot,lerobot/behavior1k-task0008,False,unknown,600.0,100.0,500.0,200,1788603,1,16.561,298.1,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Move the toaster, food processor, and French press from the kitchen countertop into the same kitchen cabinet, and make sure that cabinet is closed at the end.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0008/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0008,
official_lerobot,lerobot/behavior1k-task0009,False,unknown,600.0,100.0,500.0,200,2743752,1,25.405,457.29,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the living room, take the wreath, three candy canes, and two pillar candles out of the wicker basket. Place the wreath and two of the candy canes on the same living-room sofa. Put the remaining candy cane on top of a dining-room table. Put both pillar candles together on top of one dining-room table (they can share the same table). Finally, place all three gift boxes under or right next to the Christmas tree in the living room.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0009/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0009,
official_lerobot,lerobot/behavior1k-task0010,False,unknown,600.0,100.0,500.0,200,1253243,1,11.604,208.87,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Set up a coffee station on the kitchen countertop: keep the coffee maker on the countertop, move the bottle of coffee from the kitchen shelf to the counter next to the coffee maker, place a paper coffee filter on top of the coffee maker, put the saucer next to the coffee maker with the coffee cup on the saucer, and place the electric kettle next to the coffee maker.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0010/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0010,
official_lerobot,lerobot/behavior1k-task0011,False,unknown,600.0,100.0,500.0,200,2190686,1,20.284,365.11,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the kitchen, gather all eight plates from the two countertops, place them all inside a single cabinet (either one), and make sure all cabinets are closed when you're done.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0011/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0011,
official_lerobot,lerobot/behavior1k-task0012,False,unknown,600.0,100.0,500.0,200,1649060,1,15.269,274.84,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Put both apple halves, the club sandwich, and the chocolate chip cookie from the chopping board on the kitchen countertop into the packing box on the countertop. Then take the bottle of tea out of the refrigerator, put it into the same box, and close the refrigerator when you're done.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0012/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0012,
official_lerobot,lerobot/behavior1k-task0013,False,unknown,600.0,100.0,500.0,200,3845274,1,35.604,640.88,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Put the digital camera from the living room table into the container on the living room floor. Then take the container and the tennis racket to the garage, place both in the car trunk, and close it.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0013/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0013,
official_lerobot,lerobot/behavior1k-task0014,False,unknown,600.0,100.0,500.0,200,2854961,1,26.435,475.83,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Take the sack of groceries out of the car trunk in the garage, bring it to the kitchen, and put both the tomato and the carton of milk into the refrigerator in the kitchen. When you're done, close the car trunk and make sure the refrigerator in the kitchen is closed.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0014/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0014,
official_lerobot,lerobot/behavior1k-task0015,False,unknown,600.0,100.0,500.0,200,2707131,1,25.066,451.19,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Bring the three plywood sheets from the garden into the corridor and place them on the floor there.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0015/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0015,
official_lerobot,lerobot/behavior1k-task0016,False,unknown,600.0,100.0,500.0,200,2919245,1,27.03,486.54,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Move the two storage containers from the living room to the garage. In the garage, place one container on the floor and stack the other container on top of it (either order is fine).",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0016/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0016,
official_lerobot,lerobot/behavior1k-task0017,False,unknown,600.0,100.0,500.0,200,1887709,1,17.479,314.62,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Retrieve the two bottles from the refrigerator in the kitchen, bring them to the living room, and place both on the coffee table. Make sure the refrigerator is closed when you finish.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0017/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0017,
official_lerobot,lerobot/behavior1k-task0018,False,unknown,600.0,100.0,500.0,200,2207489,1,20.44,367.91,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the bedroom, move the book from the bed onto either nightstand, and place the two sandals side by side next to the bed.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0018/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0018,
official_lerobot,lerobot/behavior1k-task0019,False,unknown,600.0,100.0,500.0,200,2127594,1,19.7,354.6,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the utility room, put the drill, pliers, flashlight, Allen wrench, and screwdriver from the tabletop into the toolbox, keep the toolbox on the tabletop, and close the toolbox.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0019/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0019,
official_lerobot,lerobot/behavior1k-task0020,False,unknown,600.0,100.0,500.0,200,2380740,1,22.044,396.79,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Sort the vegetables from the two wicker baskets on the kitchen floor into the mixing bowls on the kitchen countertop: put all three bok choy and all three Vidalia onions together into one mixing bowl; put both leeks and both broccoli together into a second mixing bowl; and put all three sweet corn into a third mixing bowl.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0020/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0020,
official_lerobot,lerobot/behavior1k-task0021,False,unknown,600.0,100.0,500.0,200,3837265,1,35.53,639.54,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Pick up the two dice from the bed, the two teddy bears from the floor, and the two board games (one from the desk and one from the bed), and place them all inside the same bookcase in the child's room.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0021/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0021,
official_lerobot,lerobot/behavior1k-task0022,False,unknown,600.0,100.0,500.0,200,1538490,1,14.245,256.42,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Pick up the two gym shoes and the two sandals from the corridor floor and place them onto the hallstand (shoe rack) in the corridor, making sure they are on the rack and not on the floor. Arrange them so the two gym shoes are next to each other and the two sandals are next to each other.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0022/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0022,
